case_id,sheet,level_1_feature,level_2_feature,classification_code,classification,test_result,probe_id,runner_command,returncode,duration_seconds,implementation_entrypoints,supported_boundaries_exclusions,evidence_summary
P22-FN-L2-075,Foundation Features,RSI,Text-Based Artifacts (GEPA / MIPROv2 / TextGrad),2,Function implemented but test failed,FAIL,fn_gepa_promote,.\.venv\Scripts\python.exe -m pytest -q tests/harness/integrations/gepa_optimizer/test_promote.py::test_promote_writes_target_and_backup,1,2.218,"harness/integrations/gepa_optimizer/adapter.py, evaluator.py, hard_policy_checker.py, promote.py, cli.py; MIPROv2/TextGrad: Not found in current codebase",GEPA integration is shipped. MIPROv2 and TextGrad implementations were not found in current codebase.,"ine) as f:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = WindowsPath('/tmp/gepa_test_promote_17368_1784858550.txt'), mode = 'w'
buffering = -1, encoding = 'utf-8', errors = None, newline = None

    def open(self, mode='r', buffering=-1, encoding=None,
             errors=None, newline=None):
        """"""
        Open the file pointed to by this path and return a file object, as
        the built-in open() function does.
        """"""
        if ""b"" not in mode:
            encoding = io.text_encoding(encoding)
>       return io.open(self, mode, buffering, encoding, errors, newline)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
E       FileNotFoundError: [Errno 2] No such file or directory: '\\tmp\\gepa_test_promote_17368_1784858550.txt'

tmp\test-deps\python\cpython-3.14.2-windows-x86_64-none\Lib\pathlib\__init__.py:771: FileNotFoundError
=========================== short test summary info ===========================
FAILED tests/harness/integrations/gepa_optimizer/test_promote.py::test_promote_writes_target_and_backup
1 failed in 1.23s
"
P22-FN-L2-076,Foundation Features,RSI,Runtime and Resource Routing (Bayesian Optimization / Bandits / Cost-Aware RL),1,Function implemented and test passed,PASS,fn_operator_score,.\.venv\Scripts\python.exe -m pytest -q tests/harness/runtime/test_operator_score.py::test_rank_actors,0,1.809,harness/lib/evolution_engine.py; harness/lib/graph_scheduler.py resource/model matching; named Bayesian/bandit/RL optimizer: Not found in current codebase,"Deterministic resource selection and generic evolution exist; Bayesian optimization, bandit, and cost-aware RL implementations were not found.",Executable representative-core probe passed.
P22-FN-L2-077,Foundation Features,RSI,Capability Capsules and Physical Operators (Trajectory Mining / Code Evolution / CEGIS),2,Function implemented but test failed,FAIL,fn_gepa_promote,.\.venv\Scripts\python.exe -m pytest -q tests/harness/integrations/gepa_optimizer/test_promote.py::test_promote_writes_target_and_backup,1,2.218,harness/lib/evolution_engine.py; harness/tools/skill_evolution_runner.py; tests/harness/test_capability_capsules.py; general trajectory-mining/CEGIS synthesis: Not found as a unified implementation,Generic capability/skill evolution and capsule compatibility tests exist; a complete trajectory-mining/CEGIS loop is partial.,"ine) as f:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

self = WindowsPath('/tmp/gepa_test_promote_17368_1784858550.txt'), mode = 'w'
buffering = -1, encoding = 'utf-8', errors = None, newline = None

    def open(self, mode='r', buffering=-1, encoding=None,
             errors=None, newline=None):
        """"""
        Open the file pointed to by this path and return a file object, as
        the built-in open() function does.
        """"""
        if ""b"" not in mode:
            encoding = io.text_encoding(encoding)
>       return io.open(self, mode, buffering, encoding, errors, newline)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
E       FileNotFoundError: [Errno 2] No such file or directory: '\\tmp\\gepa_test_promote_17368_1784858550.txt'

tmp\test-deps\python\cpython-3.14.2-windows-x86_64-none\Lib\pathlib\__init__.py:771: FileNotFoundError
=========================== short test summary info ===========================
FAILED tests/harness/integrations/gepa_optimizer/test_promote.py::test_promote_writes_target_and_backup
1 failed in 1.23s
"
P22-FN-L2-078,Foundation Features,RSI,DAG and Agent Organization (AFlow / MCTS / ADAS),1,Function implemented and test passed,PASS,fn_graph_scheduler,.\.venv\Scripts\python.exe -m pytest -q tests/harness/graph/test_graph_scheduler_external_deps.py::test_external_depends_on_allows_ready_after_upstream_passed,0,2.168,"harness/lib/graph_scheduler.py: validate_graph(), make_batches(); harness/lib/graph_scheduler_research.py; AFlow/MCTS/ADAS optimizer: Not found in current codebase","Graph compilation/validation and research fan-out exist; AFlow, MCTS, and ADAS optimization algorithms were not found.",Executable representative-core probe passed.
P22-FN-L2-079,Foundation Features,RSI,"Evaluator, Reward, Contract, and Governance (Judge Calibration / Reward Modeling / CEGIS)",1,Function implemented and test passed,PASS,fn_verification_gate,.\.venv\Scripts\python.exe -m pytest -q tests/harness/runtime/test_verification_gate.py::test_reject_code_task_without_test,0,1.971,harness/lib/eval_runner.py; harness/lib/verification_gate.py; harness/lib/evolution_engine.py; dedicated reward-model/judge-calibration trainer: Not found in current codebase,"Eval packs, verification gates, and generic evolution exist; dedicated judge-calibration/reward-model training and CEGIS policy synthesis are not unified.",Executable representative-core probe passed.
P22-FN-L2-080,Foundation Features,RSI,"Memory, Retrieval, and Evidence (Memory Learning / Self-RAG / Reranker Training)",1,Function implemented and test passed,PASS,fn_context_store,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_context_store_runtime.py::test_save_and_load,0,1.799,core/smi/indexer.ts and query.ts; core/memory/auto-semantic.ts; harness/lib/evidence_ledger.py; Self-RAG/reranker training: Not found in current codebase,Memory/index/evidence systems exist; Self-RAG and reranker training implementations were not found as shipped training pipelines.,Executable representative-core probe passed.
P22-FN-L2-081,Foundation Features,RSI,Model Policies and Weights (SFT / LoRA / DPO / GRPO / Agent RL),3,Function not implemented and test blocked,BLOCKED,,,,0.0,Not found in current codebase. Related model routing only: harness/config/model-registry.json and harness/lib/model_registry.py,"Not found in current codebase: no general SFT, LoRA, DPO, GRPO, or agent-RL training pipeline is shipped.",No direct core implementation was found; adjacent or partial surfaces do not satisfy this L2 contract.
P22-FN-L2-082,Foundation Features,RSI,"Data, Benchmarks, Curriculum, and Observability (Active Learning / Hard-Case Mining / Credit Assignment)",1,Function implemented and test passed,PASS,fn_benchmark_report,.\.venv\Scripts\python.exe -m pytest -q tests/harness/benchmark/test_benchmark_report_schema.py::test_run_json_contains_all_required_fields,0,1.988,harness/lib/benchmark/runner.py and reports.py; harness/lib/model_call_runtime.py; harness/lib/evolution_engine.py; unified active-learning engine: Not found in current codebase,Benchmark and telemetry infrastructure is shipped; a unified active-learning/hard-case-mining/credit-assignment engine is not.,Executable representative-core probe passed.
P22-FN-L2-083,Foundation Features,Data foundations,Persistent Memory & Context Retrieval,1,Function implemented and test passed,PASS,fn_context_store,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_context_store_runtime.py::test_save_and_load,0,1.799,"core/memory/auto-semantic.ts: processMessage(), extractKnowledge(), saveToSemanticMemory(); core/smi/indexer.ts and query.ts; harness/lib/experience/memory_functions.py",Local semantic/index/memory support exists; compression/expiration behavior varies by subsystem and external memory services are optional.,Executable representative-core probe passed.
P22-FN-L2-084,Foundation Features,Data foundations,Concept Graph Management,2,Function implemented but test failed,FAIL,fn_bun_data,,127,0.0,core/ontology/manager.ts: OntologyManager; core/ontology/schema-v2.sql; core/ontology/types.ts,"OntologyManager is concrete, but 'business concepts' are not a separately enforced domain vocabulary.",Required runner is unavailable for bun: tests/foundation/data_foundations/test_bun_data_foundation_behavior.test.ts
P22-FN-L2-085,Foundation Features,Data foundations,Dataset Graph Management,3,Function not implemented and test blocked,BLOCKED,,,,0.0,Not found in current codebase. Adjacent generic surfaces: core/ontology/manager.ts and core/smi/indexer.ts,Not found in current codebase as a dedicated Dataset Graph service. Generic ontology/file/evidence stores are insufficient proof of the full feature.,No direct core implementation was found; adjacent or partial surfaces do not satisfy this L2 contract.
P22-FN-L2-086,Foundation Features,Data foundations,Code Graph Management,2,Function implemented but test failed,FAIL,fn_bun_data,,127,0.0,"core/smi/indexer.ts: FileIndexer; core/smi/query.ts: SMIQuery, quickSearch(); full code graph: Not found in current codebase",File indexing/search is shipped. A full semantic code graph of modules/APIs/functions/tests/runtime relationships was not found.,Required runner is unavailable for bun: tests/foundation/data_foundations/test_bun_data_foundation_behavior.test.ts
P22-FN-L2-087,Foundation Features,Data foundations,Policy Graph Management,3,Function not implemented and test blocked,BLOCKED,,,,0.0,"Not found in current codebase. Adjacent surfaces: harness/config/concurrency-policy.json, harness/lib/verification_gate.py, core/security/checks/*.sh",Not found in current codebase as a dedicated Policy Graph. Policy data exists across configs/schemas and gates.,No direct core implementation was found; adjacent or partial surfaces do not satisfy this L2 contract.
P22-FN-L2-088,Foundation Features,Data foundations,Workflow Graph Management,1,Function implemented and test passed,PASS,fn_workflow_instantiate,.\.venv\Scripts\python.exe -m pytest -q tests/harness/workflow_contract/test_instantiate.py::test_instantiation_byte_identical_twice,0,2.018,"harness/lib/workflow_contract.py: load_contract(), validate_contract_schema(), instantiate(), compile_checks(); harness/config/workflows/*.workflow.json",Workflow contracts and task graphs are shipped; a general cross-domain SOP knowledge graph/query service is partial.,Executable representative-core probe passed.
P22-FN-L2-089,Foundation Features,Data foundations,Trace Graph Management,1,Function implemented and test passed,PASS,fn_evidence_ledger,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_evidence_ledger.py::test_write_run_entry,0,1.952,"harness/lib/evidence_ledger.py: EvidenceLedger, build_scheduler_decision(); harness/lib/node_runstate.py: record(); harness/lib/task_graph_state_io.py: record_event()",Scheduler/evidence events are concrete; complete capture of every external tool call depends on adapters/hooks.,Executable representative-core probe passed.
P22-FN-L2-090,Foundation Features,Data foundations,Memory Graph Management,2,Function implemented but test failed,FAIL,fn_bun_data,,127,0.0,core/ontology/schema-v2.sql: ont_memory_timeline; core/ontology/manager.ts: OntologyManager; core/memory/auto-semantic.ts,Ontology memory timeline and generic memory exist; one unified Memory Graph API covering all listed object types is partial.,Required runner is unavailable for bun: tests/foundation/data_foundations/test_bun_data_foundation_behavior.test.ts
P22-FN-L2-091,Foundation Features,Data foundations,TaskGraph Persistence & Lifecycle Management,1,Function implemented and test passed,PASS,fn_taskgraph_io,.\.venv\Scripts\python.exe -m pytest -q tests/harness/graph/test_task_graph_io.py::test_save_and_load_spec,0,1.914,"harness/lib/task_graph_io.py: save_spec(), save_state(), patch_state(), set_node_result_in_state(), save_closure(), closure_complete(); harness/lib/task_graph_state_io.py",File-backed TaskGraph lifecycle is shipped; multi-writer distributed transactions are not implied.,Executable representative-core probe passed.
P22-FN-L2-092,Foundation Features,Harness Core,Runtime Control Loop & Run Lifecycle Management,1,Function implemented and test passed,PASS,fn_task_lifecycle,.\.venv\Scripts\python.exe -m pytest -q tests/harness/runtime/test_task_lifecycle.py::test_exact_durable_result_converges_submitted_status,0,2.054,harness/lib/graph_scheduler.py runtime-plane/status/terminal functions; harness/lib/task_graph_state_io.py; harness/lib/task_lifecycle.py,Core run lifecycle is file/SQLite-backed; actual execution loop spans coordinator scripts and Python modules.,Executable representative-core probe passed.
P22-FN-L2-093,Foundation Features,Harness Core,Message Bus & Durable Task Queue,1,Function implemented and test passed,PASS,fn_agent_bus,C:\Users\j50058254\.cache\codex-runtimes\codex-primary-runtime\dependencies\node\bin\node.exe --experimental-transform-types --loader ./tests/platform/phase22/node_typescript_loader.mjs --test ./tests/foundation/harness_core/test_agent_bus_behavior.mjs,0,0.542,"harness/lib/task_queue.py: enqueue(), pop(), peek(), depth(), next_free_worker(); core/agent/bus.ts for in-process agent bus",Durable task queue is shipped; a general distributed message broker with delivery acknowledgements is not.,Executable representative-core probe passed.
P22-FN-L2-094,Foundation Features,Harness Core,"DAG Scheduler, TaskGraph Readiness & Operator Binding",1,Function implemented and test passed,PASS,fn_graph_scheduler,.\.venv\Scripts\python.exe -m pytest -q tests/harness/graph/test_graph_scheduler_external_deps.py::test_external_depends_on_allows_ready_after_upstream_passed,0,2.168,"harness/lib/graph_scheduler.py: validate_graph(), topo_layers(), ready_nodes(), make_batches(), assign_workers(), assign_ready()",Local deterministic scheduler is shipped; cross-cluster optimization remains adapter/config dependent.,Executable representative-core probe passed.
P22-FN-L2-095,Foundation Features,Harness Core,"Execution Admission, Lease & Concurrency Control",2,Function implemented but test failed,FAIL,fn_actor_lease,.\.venv\Scripts\python.exe -m pytest -q tests/harness/runtime/test_actor_lease.py::test_acquire_and_read,4,1.729,"harness/lib/operator_runtime.py: acquire_operator_lease(), release_operator_lease(); harness/lib/actor_lease.py: LeaseBroker; harness/config/concurrency-policy.json",Operator/actor leases and scheduler limits are shipped; distributed consensus across independent machines is not.,"ERROR: found no collectors for C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\harness\runtime\test_actor_lease.py::test_acquire_and_read

"
P22-FN-L2-096,Foundation Features,Harness Core,Main Loop Dispatch & Runtime Supervision,2,Function implemented but test failed,FAIL,fn_actor_runtime,.\.venv\Scripts\python.exe -m pytest -q tests/harness/runtime/test_actor_runtime.py::test_submit_returns_lease_and_paths,4,1.741,"harness/lib/operator_runtime.py: submit(), write_heartbeat(), write_result(); harness/lib/actor_runtime.py: ActorRuntime; harness/lib/worker_runtime.py: WorkerRuntime",Shipped runtime is adapter-driven and primarily Claude/tmux oriented; behavior differs by physical operator and host.,"ERROR: found no collectors for C:\Users\j50058254\Desktop\Github repo\OpenSolar-Canonical\tests\harness\runtime\test_actor_runtime.py::test_submit_returns_lease_and_paths

"
P22-FN-L2-097,Foundation Features,Harness Core,Failure Recovery & Resumability,1,Function implemented and test passed,PASS,fn_task_lifecycle,.\.venv\Scripts\python.exe -m pytest -q tests/harness/runtime/test_task_lifecycle.py::test_exact_durable_result_converges_submitted_status,0,2.054,"harness/lib/task_lifecycle.py: activate_execution_attempt(), converge_execution_attempt_result(), converge_status_file(); harness/lib/task_graph_io.py backfill/load; harness/lib/operator_runtime.py stale lease handling",Attempt/state/lease recovery is shipped; arbitrary business-side-effect compensation must be supplied by the operator/workflow.,Executable representative-core probe passed.
P22-FN-L2-098,Foundation Features,Intention compilers,Intent Classification & Compilation Variant Selection,1,Function implemented and test passed,PASS,fn_intent_classify,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_intent_gateway.py::test_general_user_research_requests_get_research_lane_and_roles,0,4.583,"harness/lib/intent_gateway.py: infer_mode(); harness/lib/intent_engine_adapter.py: match_static(), match_configured(), match_learned(), match()",Deterministic heuristics/rules are shipped; classification quality is language/marker dependent.,Executable representative-core probe passed.
P22-FN-L2-099,Foundation Features,Intention compilers,"Goal, Scope and Context normalization",1,Function implemented and test passed,PASS,wf_intent_capture,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_intent_gateway.py::test_capture_writes_raw_rewritten_ir_and_trace,0,2.216,"harness/lib/intent_gateway.py: deterministic_rewrite(), model_rewrite(), build_requirement_ir(), capture()",Deterministic rewrite and IR build are shipped; automatic minimum-context selection across all history is partial.,Executable representative-core probe passed.
P22-FN-L2-100,Foundation Features,Intention compilers,Ambiguity Resolution & Readiness,1,Function implemented and test passed,PASS,wf_pm_build,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_codex_pm_router.py::test_build_pm_intake_emits_capsule_plan_for_standard_request,0,3.56,Partial: harness/lib/intent_gateway.py deterministic_rewrite()/build_requirement_ir(); dedicated minimum-question generator: Not found in current codebase,Not found as a dedicated clarification generator/readiness engine. Current intent rewrite exposes structured fields but behavior is partial.,Executable representative-core probe passed.
P22-FN-L2-101,Foundation Features,Intention compilers,Constraint Compilation,1,Function implemented and test passed,PASS,fn_plan_validator,.\.venv\Scripts\python.exe -m pytest -q tests/harness/workflow_contract/test_plan_validator.py::test_valid_dag_has_no_graph_structure_errors,0,2.222,"harness/lib/workflow_contract.py: bind_scope_roots(), compile_checks(); harness/lib/plan_validator.py; harness/schemas/request-envelope.schema.json","Scope, proof, policy, gate and timeout constraints are shipped across schemas/compiler; a single comprehensive constraint compiler is partial.",Executable representative-core probe passed.
P22-FN-L2-102,Foundation Features,Intention compilers,Task Contract & Acceptance Compilation,1,Function implemented and test passed,PASS,fn_intake_contract,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_autosci_intake_contract.py::test_autosci_contract_task_graph_selects_autosci_physical_workers,0,6.549,"harness/lib/intent_gateway.py: build_requirement_ir(), capture(), bind_intent_artifacts(); harness/lib/autosci_intake_contract.py: build_autosci_product_brief()",Requirement IR and workflow contracts are shipped; terminology 'task contract' spans several artifact schemas.,Executable representative-core probe passed.
P22-FN-L2-103,Foundation Features,Planner,Task Contract Decomposition,2,Function implemented but test failed,FAIL,fn_compiled_planner,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_compiled_sprint_planner.py::test_generate_planner_artifacts_for_compiled_sprint,1,2.127,"harness/lib/compiled_sprint_planner.py: build_design_markdown(), build_plan_markdown(), generate_planner_artifacts(); harness/lib/autosci_intake_contract.py: build_autosci_task_graph()",Generic and AutoSci planner artifact generation is shipped; decomposition quality remains template/domain dependent.,"           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^

tests\harness\test_compiled_sprint_planner.py:86:
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
harness\lib\compiled_sprint_planner.py:229: in generate_planner_artifacts
    from runtime_status import transition_status  # noqa: WPS433
    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

    """"""Solar Harness — runtime-backed status transitions.

    This is the P1 adoption layer for coordinator state changes. It keeps the
    legacy `sprints/<sid>.status.json` cache for compatibility, but every transition
    also emits a v2 session-log state transition through ActivityRuntime.
    """"""
    from __future__ import annotations

    import argparse
    import contextlib
>   import fcntl
E   ModuleNotFoundError: No module named 'fcntl'

harness\lib\runtime_status.py:11: ModuleNotFoundError
=========================== short test summary info ===========================
FAILED tests/harness/test_compiled_sprint_planner.py::test_generate_planner_artifacts_for_compiled_sprint
1 failed in 1.15s
"
P22-FN-L2-104,Foundation Features,Planner,TaskGraph Construction,1,Function implemented and test passed,PASS,fn_workflow_instantiate,.\.venv\Scripts\python.exe -m pytest -q tests/harness/workflow_contract/test_instantiate.py::test_instantiation_byte_identical_twice,0,2.018,"harness/lib/workflow_contract.py: instantiate(); harness/lib/apo_plan_compiler.py: build_capsule_plan_ir(), build_capsule_plan_node(); harness/lib/compiled_sprint_planner.py",TaskGraph and capsule-plan compilation are shipped; optimal critical-path/resource topology selection is not fully automatic.,Executable representative-core probe passed.
P22-FN-L2-105,Foundation Features,Planner,TaskGraph Validation & Feasibility Analysis,1,Function implemented and test passed,PASS,fn_plan_validator,.\.venv\Scripts\python.exe -m pytest -q tests/harness/workflow_contract/test_plan_validator.py::test_valid_dag_has_no_graph_structure_errors,0,2.222,"harness/lib/plan_validator.py: validate_plan(), stamp_plan_certificate(), check_plan_certificate(), compile_planner_graph(); harness/lib/graph_scheduler.py: validate_graph()",Static/registry feasibility is shipped; real provider/host availability can still change after compile.,Executable representative-core probe passed.
P22-FN-L2-106,Foundation Features,Builder,Build Contract Interpretation,1,Function implemented and test passed,PASS,fn_apo_plan,.\.venv\Scripts\python.exe -m pytest -q tests/harness/test_apo_plan_compiler.py::test_build_capsule_plan_node_inserts_guard_resource_and_verifier,0,2.266,harness/lib/apo_plan_compiler.py: compile_execution_plan_for_node(); harness/tools/pm_dispatch.py; harness/tools/skill_dispatch_operator.py,Envelope/plan compilation is shipped; no standalone generic BuildContractInterpreter class was found.,Executable representative-core probe passed.
P22-FN-L2-107,Foundation Features,Builder,Build Preparation,2,Function implemented but test failed,FAIL,fn_build_prepare,.\.venv\Scripts\python.exe -m pytest -q tests/vertical/installer_cli_webapp/test_cli_provider_onboarding_behavior.py::test_cli_doctor_reports_selected_codex_runtime,1,2.376,harness/tools/worktree.sh; lib/installer/*.sh; install.sh/install.ps1; harness/lib/runtime_doctor.py,Installer/worktree utilities exist; preparation is task-specific and must avoid real HOME during tests.,"(BASH), ""-lc"", command],
            cwd=REPO,
            text=True,
            encoding=""utf-8"",
            errors=""replace"",
            capture_output=True,
            timeout=60,
            check=False,
            env={**os.environ, ""PYTHONUTF8"": ""1"", ""PYTHONIOENCODING"": ""utf-8""},
        )
        assert completed.returncode in {0, 1}, completed.stderr
        payload = json.loads(completed.stdout)
        runtime = payload.get(""runtime"") or {}
        assert runtime.get(""selected"") == ""codex"", runtime
>       assert runtime.get(""cli"") == ""present"", runtime
E       AssertionError: {'auth': 'unauthenticated', 'cli': 'missing', 'cli_path': '', 'guidance': 'Run `codex login --device-auth` once, then start the cockpit with `solar harness start <project-dir>`.', ...}
E       assert 'missing' == 'present'
E
E         - present
E         + missing

tests\vertical\installer_cli_webapp\test_cli_provider_onboarding_behavior.py:78: AssertionError
=========================== short test summary info ===========================
FAILED tests/vertical/installer_cli_webapp/test_cli_provider_onboarding_behavior.py::test_cli_doctor_reports_selected_codex_runtime
1 failed in 1.37s
"
P22-FN-L2-108,Foundation Features,Builder,Code Construction,1,Function implemented and test passed,PASS,fn_code_construct,.\.venv\Scripts\python.exe -m pytest -q tests/harness/runtime/test_codex_operator_contract.py::test_multi_task_operator_envelope_carries_work_dir_and_graph_path,0,1.878,harness/lib/operator_runtime.py and harness/tools/codex_operator.py; agents/coder.md; no generic deterministic code-generation function,"Solar orchestrates external code agents; AGENTS.md states shipped runtime remains a Claude Code overlay, not an in-process code generator.",Executable representative-core probe passed.
P22-FN-L2-109,Foundation Features,Builder,Model Construction,3,Function not implemented and test blocked,BLOCKED,,,,0.0,Not found in current codebase. Adjacent benchmark only: benchmarks/mlx_quantization_bench.py,Not found in current codebase as a general model-construction pipeline. A quantization benchmark is not model training.,No direct core implementation was found; adjacent or partial surfaces do not satisfy this L2 contract.
P22-FN-L2-110,Foundation Features,Builder,Experimental Asset Construction,2,Function implemented but test failed,FAIL,wf_exp_design,.\.venv\Scripts\python.exe -m pytest -q tests/plugins/autosci/test_autosci_skill_shim.py::test_autosci_skill_shim_exp_design_marks_execution_ready_with_approval_preflight,1,4.127,".agents/skills/exp-design/SKILL.md, exp-run/SKILL.md, exp-pilot-run/SKILL.md; harness/workflows/scientific_experiment_lifecycle_v1.json",AutoSci experiment workflows and skills are shipped; domain-specific experiment construction is delegated to operators.,"ccess_criteria""]
        artifacts = {artifact[""type""]: artifact[""path""] for artifact in evidence[""artifacts""]}
        assert ""experiment_design_final_execution_boundary_json"" in artifacts
        sidecar = json.loads((tmp_path / artifacts[""experiment_design_final_execution_boundary_json""]).read_text(encoding=""utf-8""))
        assert sidecar[""status""] == ""execution_ready""
        payload_artifacts = {artifact[""type""]: artifact[""path""] for artifact in payload[""artifacts""]}
>       assert ""wiki_mutation_runtime_proof_manifest_json"" in payload_artifacts
E       AssertionError: assert 'wiki_mutation_runtime_proof_manifest_json' in {'route_config': 'C:\\Users\\j50058254\\Desktop\\Github repo\\OpenSolar-Canonical\\harness\\plugins\\autosci\\config\\...i_skill_shim_exp_de0\\artifacts\\autosci\\runs\\shim-exp-design-execution-ready\\autosci_skill_run_progress.json', ...}

tests\plugins\autosci\test_autosci_skill_shim.py:2290: AssertionError
=========================== short test summary info ===========================
FAILED tests/plugins/autosci/test_autosci_skill_shim.py::test_autosci_skill_shim_exp_design_marks_execution_ready_with_approval_preflight
1 failed in 3.25s
"
P22-FN-L2-111,Foundation Features,Builder,Benchmark Asset Construction,1,Function implemented and test passed,PASS,wf_benchmark_registry,.\.venv\Scripts\python.exe -m pytest -q tests/harness/benchmark/test_benchmark_registry.py::test_register_then_get_roundtrip,0,2.148,"harness/lib/benchmark/registry.py, schemas.py, terminal_bench.py, runner.py; tests/harness/benchmark/",Benchmark runner/reporting framework is shipped; authoring arbitrary new datasets/workloads is a developer task.,Executable representative-core probe passed.
P22-FN-L2-112,Foundation Features,Builder,Verification Asset Construction,1,Function implemented and test passed,PASS,fn_verification_gate,.\.venv\Scripts\python.exe -m pytest -q tests/harness/runtime/test_verification_gate.py::test_reject_code_task_without_test,0,1.971,skills/test/SKILL.md; tests/README.md; tests/** and tests/harness/**,Repository has multiple test suites/runners and skills/test; automated authoring is delegated to builders.,Executable representative-core probe passed.
P22-FN-L2-113,Foundation Features,Builder,Decision Artifact Construction,2,Function implemented but test failed,FAIL,wf_ideate,.\.venv\Scripts\python.exe -m pytest -q tests/plugins/autosci/test_autosci_skill_shim.py::test_autosci_skill_shim_runs_ideate_from_wiki_and_discovery_sources,1,6.809,".agents/skills/ideate/SKILL.md, novelty/SKILL.md, review/SKILL.md; harness/schemas/evidence/idea_candidate.v1.schema.json and idea_evaluation.v1.schema.json",Research/ideation/report skills can produce these artifacts; no single canonical decision-artifact constructor/schema was found.,"a_write_count""] == 0
        assert growth_report[""wiki_scan""][""source_mode""] == ""mixed""
        source_proof = json.loads((tmp_path / artifacts[""provider_source_runtime_proof_manifest_json""]).read_text(encoding=""utf-8""))
        source_proof_entry = source_proof[""proofs""][0]
        assert source_proof_entry[""native_skill""] == ""ideate""
        assert source_proof_entry[""categories""] == [""provider_source_evidence""]
        assert source_proof_entry[""collection_mode""] == ""manual_review""
        assert not any(category == ""external_runtime_evidence"" for category in source_proof_entry[""categories""])
>       assert any(ref.endswith(""methods/adaptation.md"") for ref in source_proof_entry[""evidence_refs""])
E       assert False
E        +  where False = any(<generator object test_autosci_skill_shim_runs_ideate_from_wiki_and_discovery_sources.<locals>.<genexpr> at 0x000001E45F802DC0>)

tests\plugins\autosci\test_autosci_skill_shim.py:10394: AssertionError
=========================== short test summary info ===========================
FAILED tests/plugins/autosci/test_autosci_skill_shim.py::test_autosci_skill_shim_runs_ideate_from_wiki_and_discovery_sources
1 failed in 5.93s
"
P22-FN-L2-114,Foundation Features,Builder,Prototype Assembly,3,Function not implemented and test blocked,BLOCKED,,,,0.0,Not found in current codebase as a unified constructor. Adjacent examples: demos/ and harness/tools/*_operator.py,Not found as a generic prototype assembler; individual demos and operator workflows are task-specific.,No direct core implementation was found; adjacent or partial surfaces do not satisfy this L2 contract.
P22-FN-L2-115,Foundation Features,Builder,Product Integration,1,Function implemented and test passed,PASS,fn_plan_validator,.\.venv\Scripts\python.exe -m pytest -q tests/harness/workflow_contract/test_plan_validator.py::test_valid_dag_has_no_graph_structure_errors,0,2.222,harness/lib/plan_validator.py and operator dispatch; task-specific integrations under integrations/ and harness/integrations/,No universal integration engine exists; integrations are task-specific code-agent work under plan/gate controls.,Executable representative-core probe passed.
P22-FN-L2-116,Foundation Features,Builder,Defect Repair,1,Function implemented and test passed,PASS,fn_code_construct,.\.venv\Scripts\python.exe -m pytest -q tests/harness/runtime/test_codex_operator_contract.py::test_multi_task_operator_envelope_carries_work_dir_and_graph_path,0,1.878,harness/lib/operator_runtime.py; agents/coder.md; docs/WORKFLOW_DESIGN.md §Bug fix scenario,Defect repair is performed by coding operators; no dedicated deterministic repair engine is shipped.,Executable representative-core probe passed.
